Rented Bike Count,Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Rainfall(mm),Snowfall (cm),Seasons
2146,30.4,28,2.9,1834,0,0,Summer
3365,29.3,27,3.4,1977,0,0,Summer
2732,27.1,32,3.5,2000,0,0,Summer
2493,25.4,31,2.5,2000,0,0,Summer
2251,24.2,32,1.5,2000,0,0,Summer
2103,23.3,32,1.1,2000,0,0,Summer
1648,22.9,34,1.1,1810,0,0,Summer
1322,22.7,36,1.5,2000,0,0,Summer
1073,22.5,39,1.1,2000,0,0,Summer
818,22.3,37,1.8,2000,0,0,Summer
540,22,42,0.2,1891,0,0,Summer
375,21.6,47,0.4,1985,0,0,Summer
339,21.1,48,0.3,2000,0,0,Summer
417,21,48,0.6,2000,0,0,Summer
622,21.3,44,0.5,1911,0,0,Summer
934,22.6,42,0.7,1887,0,0,Summer
1072,24.3,37,1.1,1939,0,0,Summer
1064,25.8,35,1.5,1900,0,0,Summer
1229,27.5,31,1.9,1841,0,0,Summer
1374,28.4,31,2.7,1849,0,0,Summer
1483,27.9,41,3.9,1649,0,0,Summer
1445,28,46,3.6,1401,0,0,Summer
1589,28.4,43,3.1,1337,0,0,Summer
1837,28.3,48,3.1,1232,0,0,Summer
2101,28.1,49,3.2,1117,0,0,Summer
2256,26.3,55,3.2,1119,0,0,Summer
2288,25.7,59,2.8,1083,0,0,Summer
2262,24.6,65,2.1,1018,0,0,Summer
2175,23.8,68,2.2,694,0,0,Summer
1932,23,74,2.4,473,0,0,Summer
1402,22.5,77,2.7,396,0,0,Summer
849,22,81,1.6,374,0,0,Summer
545,21.5,83,1.3,345,0,0,Summer
1254,20.9,87,1.8,222,0,0,Summer
644,20.6,91,0.8,194,0,0,Summer
286,20.5,90,0.8,223,0,0,Summer
235,20.3,87,1,251,0,0,Summer
258,20.2,87,2,255,0,0,Summer
369,20.5,82,0.8,338,0,0,Summer
561,21.3,78,0.7,351,0,0,Summer
734,23.1,68,1.9,482,0,0,Summer
763,25,60,1.5,570,0,0,Summer
870,27.1,52,2.1,557,0,0,Summer
1042,28.9,40,2.3,809,0,0,Summer
1062,30.6,31,2.7,1240,0,0,Summer
1064,31.6,34,2.9,1050,0,0,Summer
1213,31.8,31,3.4,1400,0,0,Summer
1471,31.3,32,3.2,1427,0,0,Summer
1754,30.9,34,2.5,1640,0,0,Summer
2094,29.8,35,3.3,1805,0,0,Summer
2290,27.8,41,2.7,1990,0,0,Summer
2387,26.1,49,1.9,1960,0,0,Summer
2153,24.5,71,1.7,1295,0,0,Summer
1801,23.9,72,0.8,1098,0,0,Summer
1329,23.3,75,2,890,0,0,Summer
962,22.9,79,0.6,715,0,0,Summer
585,22.5,80,1.1,619,0,0,Summer
424,22.3,80,0.8,709,0,0,Summer
264,22,83,0.5,684,0,0,Summer
199,21.8,82,0.7,702,0,0,Summer
338,21.5,84,0.3,569,0,0,Summer
785,21.3,81,0.7,604,0,0,Summer
1620,22.1,74,0.3,830,0,0,Summer
2331,23.8,66,0.9,960,0,0,Summer
1293,25.4,61,1,1079,0,0,Summer
878,26.4,55,0.9,901,0,0,Summer
968,27.8,46,1.3,912,0,0,Summer
1039,29.8,42,2.1,1220,0,0,Summer
1073,31.2,36,2,1022,0,0,Summer
1016,32.3,35,1.8,982,0,0,Summer
1184,32.7,31,1.7,1243,0,0,Summer
1407,32.2,39,2.8,928,0,0,Summer
2008,31.5,42,2.3,990,0,0,Summer
3238,30.7,43,1.6,931,0,0,Summer
2779,29.8,45,1.5,956,0,0,Summer
2456,28.8,54,1.1,964,0,0,Summer
2372,27.9,55,0.5,1083,0,0,Summer
2046,27.4,55,0.3,1001,0,0,Summer
1437,27.2,55,0.7,920,0,0,Summer
1052,26.9,61,1.5,805,0,0,Summer
783,26.7,50,1.8,884,0,0,Summer
524,26.1,51,1.7,760,0,0,Summer
353,25.4,50,1.1,870,0,0,Summer
143,24.7,49,1,1293,0,0,Summer
45,23.7,64,0.9,876,0.1,0,Summer
37,22.5,83,0.8,537,0.4,0,Summer
49,21.2,87,0.8,376,1.5,0,Summer
53,20.8,94,1,159,3.5,0,Summer
19,20.3,96,1.1,143,6.5,0,Summer
9,20.3,97,1,103,9.5,0,Summer
11,20.4,97,1.4,129,16,0,Summer
10,20.5,97,1.8,257,5,0,Summer
24,20.5,97,1.2,338,14.5,0,Summer
26,21,97,0.7,381,2.5,0,Summer
65,21.5,97,0.6,311,4.5,0,Summer
56,23.3,96,3.4,441,1,0,Summer
113,24,95,5,362,2,0,Summer
156,24.1,95,4.4,261,1,0,Summer
203,24.2,94,4.7,242,1.5,0,Summer
199,24.1,94,4.5,214,0.5,0,Summer
275,23.5,94,4.6,227,1.5,0,Summer
443,22.4,95,4.1,222,0,0,Summer
552,21.6,89,4.3,698,0,0,Summer
513,20.5,94,3.7,896,0,0,Summer
254,20,96,3,182,0.1,0,Summer
164,19.6,97,2.6,201,0.4,0,Summer
152,19.4,97,2.9,282,0,0,Summer
110,19.2,97,1,217,0.5,0,Summer
162,19.1,97,1.2,402,0,0,Summer
417,19.2,97,1.5,157,0,0,Summer
1084,19.3,98,1,188,0,0,Summer
1995,19.7,97,1.5,200,0,0,Summer
1238,20,96,1.6,287,0,0,Summer
862,21.4,85,1.1,596,0,0,Summer
1015,23.4,73,1.3,827,0,0,Summer
1145,24.1,73,2.2,992,0,0,Summer
1234,24.9,69,2.2,850,0,0,Summer
1243,24.7,72,2.9,720,0,0,Summer
1362,25.5,68,2.4,638,0,0,Summer
1618,25,74,2.2,578,0,0,Summer
2115,25.1,70,2.2,796,0,0,Summer
3172,25,69,1.5,1125,0,0,Summer
2487,24.9,70,1.8,1131,0,0,Summer
2274,24.2,72,1.4,833,0,0,Summer
2200,23.3,71,1.3,1145,0,0,Summer
1959,22.7,77,2,1099,0,0,Summer
980,22.3,83,2.6,490,0,0,Summer
561,22.2,84,1.1,482,0,0,Summer
1068,22.2,84,0.3,610,0,0,Summer
652,22.4,84,0.6,667,0,0,Summer
344,22.4,86,0.6,618,0,0,Summer
233,22.3,88,0.9,298,0,0,Summer
266,22.1,93,0.4,333,0,0,Summer
594,22,90,0.4,373,0.1,0,Summer
1391,22.7,81,0.4,866,0,0,Summer
2288,24.2,73,1,1581,0,0,Summer
1246,24.8,75,1.1,1418,0,0,Summer
826,25.3,70,0.6,1386,0,0,Summer
938,26.5,64,1.8,1806,0,0,Summer
1158,27,68,2,1863,0,0,Summer
1040,27.2,68,1.8,1575,0,0,Summer
1030,27.1,72,3,1126,0,0,Summer
1209,26.4,76,3.7,1370,0,0,Summer
766,25.2,81,3.6,961,0,0,Summer
65,22.2,92,1.2,254,4.9,0,Summer
596,20.6,97,0.7,222,21.5,0,Summer
944,20.9,97,1,1747,0,0,Summer
1039,21,96,0.1,1431,0,0,Summer
1223,21.3,94,0.3,1314,0,0,Summer
1239,21.6,94,1.1,766,0,0,Summer
931,21.7,96,0.3,293,0,0,Summer
470,21.9,95,1.9,357,0,0,Summer
460,22,96,0.1,387,0.1,0,Summer
345,22.2,96,0.8,269,0.2,0,Summer
227,22.3,96,1.2,290,0.1,0,Summer
123,22.3,96,0,278,0.1,0,Summer
133,22.1,97,0.5,152,1.5,0,Summer
308,21.9,97,0.2,190,4.5,0,Summer
883,22,97,0.9,269,0,0,Summer
2028,22.2,95,1.6,389,0,0,Summer
1195,22.9,86,1.7,538,0,0,Summer
913,24.4,76,2.1,617,0,0,Summer
956,24.8,74,1.8,644,0,0,Summer
1168,26.1,67,2.2,758,0,0,Summer
1117,26.8,65,2,732,0,0,Summer
1175,27.8,57,2.1,760,0,0,Summer
1209,28.4,63,2.8,742,0,0,Summer
1554,29,57,2.3,987,0,0,Summer
2099,28.5,60,2.6,1014,0,0,Summer
3113,28.1,60,1.9,959,0,0,Summer
2602,27.1,64,1.1,829,0,0,Summer
2339,26.2,70,1.5,792,0,0,Summer
2225,25.2,75,1.4,644,0,0,Summer
2103,24.2,80,1.3,500,0,0,Summer
1552,23.5,83,1.4,436,0,0,Summer
1275,23,84,1.9,375,0,0,Summer
1070,22.6,85,0.3,323,0,0,Summer
859,22.2,88,1,295,0,0,Summer
625,21.9,88,0.9,274,0,0,Summer
382,21.7,93,0.1,244,0,0,Summer
247,21.7,88,0.6,289,0,0,Summer
310,22.1,85,0.5,303,0.1,0,Summer
468,22.5,86,0.6,299,0,0,Summer
825,23.4,81,0.5,313,0,0,Summer
862,24.2,81,0.9,295,0,0,Summer
933,25.1,73,0.9,358,0,0,Summer
871,26.4,71,1,430,0,0,Summer
858,25.2,94,2.8,166,6.4,0,Summer
1144,25.6,87,1.7,390,3.5,0,Summer
1235,27.5,69,0.5,736,0,0,Summer
1311,27.8,71,0.9,733,0,0,Summer
1317,27.9,69,0.5,880,0,0,Summer
1291,27.4,75,2.3,616,0,0,Summer
306,27.5,79,0.5,1237,0.5,0,Summer
481,24.3,95,0.5,958,4,0,Summer
778,24.2,88,0.8,1276,0,0,Summer
1005,23.9,84,0.7,1552,0,0,Summer
1107,23.4,88,0.9,1153,0,0,Summer
919,22.9,92,0.6,989,0,0,Summer
865,22.6,88,0.2,1259,0,0,Summer
740,22.7,87,0.5,1072,0,0,Summer
586,22.7,87,0.5,1187,0,0,Summer
368,22.7,86,0.7,1455,0,0,Summer
211,22.7,85,0.7,1547,0,0,Summer
54,22.6,86,0.5,1076,0.1,0,Summer
60,22.3,93,0.6,1262,0.4,0,Summer
25,22.1,89,0.5,1617,0.5,0,Summer
20,22.1,93,0.5,805,1,0,Summer
9,22.1,94,0.9,624,1.5,0,Summer
13,21.6,97,0.5,266,12,0,Summer
11,21.2,97,1.2,105,18.5,0,Summer
9,21.1,97,1.2,653,7.5,0,Summer
30,21.2,97,1.1,760,3.5,0,Summer
14,21.5,97,0.7,1522,1,0,Summer
51,21.8,97,0.7,324,5.5,0,Summer
41,22.2,97,1.1,1745,1,0,Summer
25,22.4,96,0.4,1661,1.5,0,Summer
17,22.2,96,1.2,673,3.5,0,Summer
18,21.9,96,1.2,509,5.5,0,Summer
16,21.9,97,1.1,534,6,0,Summer
17,21.8,97,0.6,692,3.5,0,Summer
16,21.7,97,0.7,540,3.5,0,Summer
15,21.5,97,1.5,523,5,0,Summer
26,21.4,97,0.6,680,2.5,0,Summer
28,21.3,97,1,1451,3,0,Summer
17,21.2,97,0.8,1018,2,0,Summer
23,21.1,96,2.4,866,4.5,0,Summer
58,20.8,97,1,2000,4,0,Summer
28,20.7,97,0.3,2000,0.5,0,Summer
40,20.7,97,0.3,1262,1,0,Summer
126,20.7,97,0.4,1801,0.5,0,Summer
104,20.8,96,0.4,1627,1.5,0,Summer
128,21,97,1.3,825,3,0,Summer
27,21.4,97,0.6,563,1,0,Summer
153,21.7,97,0.5,591,8,0,Summer
218,22.4,97,1,945,0,0,Summer
304,22.6,97,0.6,367,0.5,0,Summer
381,23.3,96,0.3,434,0,0,Summer
619,24.2,93,1,590,0,0,Summer
839,25.2,87,0.9,601,0,0,Summer
861,25.3,87,0.6,751,0,0,Summer
832,24.9,87,1.9,1742,0,0,Summer
44,24.1,93,2.1,1118,1.5,0,Summer
61,23.5,97,0.1,1814,24,0,Summer
72,23.4,98,0.4,1038,1,0,Summer
83,23.4,98,0.3,585,2.5,0,Summer
168,23.4,98,0.3,662,0.5,0,Summer
349,23.2,98,0.2,927,0.5,0,Summer
407,23.1,98,0,958,0,0,Summer
354,23,98,0.1,1026,0,0,Summer
233,22.8,98,0,1734,0,0,Summer
149,22.7,97,0.2,1808,0,0,Summer
224,22.6,97,0,1383,0,0,Summer
600,22.6,95,0.1,1937,0,0,Summer
1308,23.5,86,0.2,1908,0,0,Summer
2135,24.3,83,0.5,1986,0,0,Summer
1156,25.7,76,0.8,1920,0,0,Summer
818,27.6,71,1.6,1870,0,0,Summer
906,29.2,66,1.4,1953,0,0,Summer
944,30.1,64,1.2,2000,0,0,Summer
994,31.2,54,1.3,1961,0,0,Summer
1001,31,56,1.5,2000,0,0,Summer
1069,32,54,1.2,1962,0,0,Summer
1325,31.3,52,1.2,2000,0,0,Summer
1783,32.4,50,2.2,2000,0,0,Summer
2965,32.2,57,1.8,1880,0,0,Summer
2598,30.4,62,0.9,2000,0.1,0,Summer
2398,28.8,72,0.9,2000,0,0,Summer
2264,27.8,72,0.6,2000,0,0,Summer
1948,26.9,78,0.6,1806,0,0,Summer
1365,26.4,78,0.3,2000,0,0,Summer
971,25.9,79,0.3,2000,0,0,Summer
796,25.4,79,1,2000,0,0,Summer
555,25.1,82,0.2,2000,0,0,Summer
372,24.9,83,0.2,1857,0,0,Summer
234,24.7,82,0.3,2000,0,0,Summer
316,24.2,86,0.2,2000,0,0,Summer
747,24,84,0.1,1969,0,0,Summer
1450,24.6,78,0.5,2000,0,0,Summer
2215,26.4,64,0.5,1909,0,0,Summer
1191,27.4,68,0.5,1941,0,0,Summer
831,28.5,65,1.5,1519,0,0,Summer
941,30,60,2.3,1861,0,0,Summer
1021,30.5,58,2.5,1741,0,0,Summer
1007,31,60,2.6,1657,0,0,Summer
1005,31.3,58,3,1479,0,0,Summer
1038,31.1,57,3.7,1912,0,0,Summer
1306,31.6,57,2.7,1882,0,0,Summer
1856,31.2,56,3.4,1943,0,0,Summer
3080,30,60,2.5,1933,0,0,Summer
2637,28.2,64,2.8,1978,0,0,Summer
2415,27.1,67,2.9,1949,0,0,Summer
2274,26.2,70,2.2,1908,0,0,Summer
2091,25.1,73,2.5,1808,0,0,Summer
1432,24.7,74,1.4,1596,0,0,Summer
1078,24.2,77,1.8,1365,0,0,Summer
846,23.9,79,1.7,1121,0,0,Summer
568,23.6,80,1.5,879,0,0,Summer
376,23.5,81,0.9,878,0,0,Summer
267,23.5,80,0.4,924,0,0,Summer
326,23.5,80,0.3,838,0,0,Summer
438,23.5,80,0.3,768,0,0,Summer
828,23.5,90,0.5,445,0.5,0,Summer
1836,23.6,93,0.9,308,0,0,Summer
1112,24.2,84,0.9,632,0,0,Summer
827,25.6,75,1.1,1028,0,0,Summer
890,26.3,71,1.1,1340,0,0,Summer
996,27,68,1.1,1744,0,0,Summer
929,28.1,67,1.1,1772,0,0,Summer
933,28.3,67,3,1242,0,0,Summer
1011,28.8,66,0.9,1806,0,0,Summer
1105,28.2,71,1.7,2000,0,0,Summer
1381,27.3,76,0.9,1971,0,0,Summer
2594,26.8,71,1.2,2000,0,0,Summer
2309,26.7,69,1.4,2000,0,0,Summer
2122,25.8,68,1.4,2000,0,0,Summer
2063,25.2,67,1.5,2000,0,0,Summer
1941,24.4,67,1.6,2000,0,0,Summer
1406,23.9,66,1.5,2000,0,0,Summer
1075,23.5,65,1.9,2000,0,0,Summer
839,23.1,66,1.6,2000,0,0,Summer
558,22.8,65,1.8,2000,0,0,Summer
403,22.6,66,1.5,2000,0,0,Summer
273,22.6,66,0.9,2000,0,0,Summer
311,22.5,66,1.5,2000,0,0,Summer
723,22.4,65,1.6,2000,0,0,Summer
1449,22.6,63,1.3,2000,0,0,Summer
2273,23.2,60,1.7,2000,0,0,Summer
1318,23.3,61,1.7,2000,0,0,Summer
998,23.7,59,1.7,2000,0,0,Summer
1024,23.9,59,2.1,2000,0,0,Summer
1216,25.7,57,1.9,2000,0,0,Summer
1210,26.2,53,2.1,2000,0,0,Summer
1209,27,52,2.1,2000,0,0,Summer
1346,26.9,51,2,2000,0,0,Summer
1635,26.6,54,2.3,2000,0,0,Summer
2282,26.6,52,2.2,2000,0,0,Summer
3196,25.9,52,2.1,2000,0,0,Summer
2557,25,52,2.2,2000,0,0,Summer
2223,23.8,55,2.3,2000,0,0,Summer
2183,23.1,54,2.1,2000,0,0,Summer
1917,22.5,54,2.1,2000,0,0,Summer
1458,22,55,1.7,2000,0,0,Summer
1191,21.5,56,1.8,2000,0,0,Summer
1079,21.1,57,2,2000,0,0,Summer
760,20.7,58,1.5,2000,0,0,Summer
545,20.4,59,1,2000,0,0,Summer
331,20,63,1.8,2000,0,0,Summer
273,19.8,63,1.4,2000,0,0,Summer
396,19.5,61,1.5,2000,0,0,Summer
567,19.6,57,1.6,2000,0,0,Summer
832,21.2,52,1.6,1998,0,0,Summer
1009,22.6,51,1.7,2000,0,0,Summer
1050,24,49,1.7,2000,0,0,Summer
1129,25,48,1.5,1986,0,0,Summer
1328,26.4,47,1.7,2000,0,0,Summer
1399,27.5,43,2,2000,0,0,Summer
1430,28.3,43,1.6,1941,0,0,Summer
1579,28.7,42,1.3,2000,0,0,Summer
1764,28.9,44,1.6,1998,0,0,Summer
2020,28.9,45,1.4,2000,0,0,Summer
2238,27.8,48,1.2,2000,0,0,Summer
2352,26.1,51,1.4,2000,0,0,Summer
2232,24.6,51,1.7,2000,0,0,Summer
2235,23.4,52,1.4,2000,0,0,Summer
1921,22.6,51,1.7,2000,0,0,Summer
1416,21.7,51,1.7,2000,0,0,Summer
1208,20.7,51,1.7,2000,0,0,Summer
946,19.9,52,1.6,2000,0,0,Summer
648,19.3,54,1.4,2000,0,0,Summer
460,18.8,56,1.2,2000,0,0,Summer
277,18.4,57,1.1,2000,0,0,Summer
253,18.1,57,1.4,2000,0,0,Summer
267,17.8,58,1.1,2000,0,0,Summer
410,18.2,54,1.2,2000,0,0,Summer
684,19.1,53,1.7,1952,0,0,Summer
787,20.8,51,1.5,1973,0,0,Summer
867,22.5,48,1.6,1940,0,0,Summer
1053,23.8,47,2.1,2000,0,0,Summer
1237,25,46,1.9,1943,0,0,Summer
1442,26.1,45,1.8,2000,0,0,Summer
1517,27.1,41,1.4,1941,0,0,Summer
1693,27.6,37,1.9,2000,0,0,Summer
2070,27.9,39,1.2,2000,0,0,Summer
2266,27.4,44,1.7,2000,0,0,Summer
2351,26.7,48,1,2000,0,0,Summer
2272,26.3,51,1.7,2000,0,0,Summer
2348,25.7,53,1.3,2000,0,0,Summer
2055,25.3,55,1.4,2000,0,0,Summer
1717,25,57,1,2000,0,0,Summer
1252,24.6,60,2.6,2000,0,0,Summer
900,24.2,61,1.7,2000,0,0,Summer
554,23.7,64,0.8,2000,0,0,Summer
387,22.7,63,0.9,2000,0,0,Summer
285,21.9,63,1.3,2000,0,0,Summer
206,21.4,63,1.5,2000,0,0,Summer
301,21.1,64,1.5,2000,0,0,Summer
486,21,64,1,2000,0,0,Summer
451,20.9,66,1.4,2000,0,0,Summer
670,20.7,73,0.8,2000,0.2,0,Summer
575,21.1,72,1,1982,0,0,Summer
217,21.1,73,1.2,1957,0,0,Summer
186,20.6,82,1,2000,0.3,0,Summer
71,20.7,83,0.6,1244,0,0,Summer
99,20.3,87,1,771,0.5,0,Summer
110,20.2,89,1,1854,0.5,0,Summer
59,20.3,90,0.9,1356,0,0,Summer
68,20.2,91,1.2,1637,1,0,Summer
104,20.3,93,1.4,1684,1,0,Summer
140,20.3,93,1.3,1832,0.5,0,Summer
68,20.4,94,1.1,1769,0.5,0,Summer
48,20.3,95,0.8,1372,1,0,Summer
95,20.3,96,1,1007,1.5,0,Summer
71,20.4,96,1.1,1641,0.5,0,Summer
40,20.4,96,0.6,1137,1,0,Summer
29,20.4,97,0.3,183,5.5,0,Summer
39,20.4,97,0.3,193,8.5,0,Summer
84,20.5,98,0.5,596,6.5,0,Summer
136,20.6,98,0.8,1986,0.5,0,Summer
133,20.6,97,0.5,1989,0,0,Summer
174,20.6,97,0.6,2000,0,0,Summer
534,20.7,97,0.9,2000,0,0,Summer
1209,21.1,95,0.4,2000,0,0,Summer
2017,21.7,89,0.5,2000,0,0,Summer
1061,22.3,86,1,2000,0,0,Summer
768,22.6,85,0.9,1996,0,0,Summer
909,23.2,82,1.1,1991,0,0,Summer
1035,24.1,80,0.8,2000,0,0,Summer
1074,25.2,77,1.2,1951,0,0,Summer
1142,25.5,77,0.8,1957,0,0,Summer
1169,25.7,77,0.5,1875,0,0,Summer
1462,26.3,74,0.7,1580,0,0,Summer
1603,26.5,76,1,1400,0,0,Summer
1665,26.2,82,0.4,1408,0,0,Summer
794,25.7,83,1.1,1011,0.5,0,Summer
908,25.3,89,0.3,745,0,0,Summer
1352,25.1,86,0.3,870,0,0,Summer
971,25,86,0.5,796,0,0,Summer
373,24.9,87,0.5,658,0,0,Summer
240,24.6,96,0.7,308,0.5,0,Summer
240,24.6,96,0.5,443,0.5,0,Summer
236,24.5,96,0.5,476,0,0,Summer
157,24.5,97,0.8,263,0.5,0,Summer
71,24.5,97,1,317,0,0,Summer
76,24.5,97,0.5,229,0.5,0,Summer
187,24.5,97,0.1,290,0.5,0,Summer
303,24.6,97,0.3,180,0.5,0,Summer
827,25.1,97,0.8,490,0,0,Summer
634,25.6,96,0.6,450,0,0,Summer
581,26.3,91,0.6,749,0.5,0,Summer
792,27.2,82,0.9,1093,0,0,Summer
964,28.1,73,2.1,1326,0,0,Summer
991,28.7,69,2.6,1546,0,0,Summer
1052,29.2,67,2.8,1725,0,0,Summer
1106,29.4,68,2.3,1525,0,0,Summer
1344,28.7,70,3.2,1586,0,0,Summer
1923,28.7,71,2.9,1666,0,0,Summer
2931,28.4,75,2.4,1564,0,0,Summer
2328,28.2,72,1.6,1745,0,0,Summer
2048,27.7,76,1.8,1727,0,0,Summer
1936,27.3,78,1.2,1606,0,0,Summer
1870,27.1,79,1.2,1578,0,0,Summer
1298,26.9,79,0.1,1541,0,0,Summer
938,26.7,79,0.9,1590,0,0,Summer
787,26.6,80,0,1485,0,0,Summer
517,26.3,84,0.3,1361,0,0,Summer
322,26.2,83,0.3,1294,0,0,Summer
159,26.1,85,0.6,1081,0,0,Summer
231,25.9,91,0.4,872,0.5,0,Summer
593,25.6,93,1.1,852,0,0,Summer
1279,25.9,87,1.7,834,0,0,Summer
1811,26.3,84,2.1,973,0,0,Summer
982,26.5,82,2.7,815,0,0,Summer
746,26.7,88,1.6,802,0.5,0,Summer
805,27.4,78,2.3,1164,0,0,Summer
991,27.4,80,2.7,1083,0,0,Summer
959,27.7,76,2.6,1258,0,0,Summer
976,27.8,76,3.1,1517,0,0,Summer
1163,28,76,2.3,1437,0,0,Summer
1296,28.1,74,2.8,1559,0,0,Summer
1915,27.9,75,2.5,1643,0,0,Summer
3016,27.5,77,2.1,1897,0,0,Summer
2313,27.4,78,1.1,1899,0,0,Summer
2214,26.9,80,1.5,1806,0,0,Summer
2115,26.3,81,0.8,1910,0,0,Summer
1945,25.9,83,0.6,1827,0,0,Summer
1355,25.5,84,0.8,1906,0,0,Summer
1006,25.1,87,0.4,1800,0,0,Summer
760,24.8,89,0.9,1555,0,0,Summer
600,24.9,86,1.3,1469,0,0,Summer
377,24.9,86,2,1079,0,0,Summer
241,24.8,86,2.1,1103,0,0,Summer
301,24.8,84,1.4,1303,0,0,Summer
665,24.8,84,1.1,1426,0,0,Summer
1321,25,83,1,1350,0,0,Summer
2114,25.5,80,1.8,1402,0,0,Summer
1240,26.6,73,2.2,1147,0,0,Summer
836,27.4,70,2.4,1335,0,0,Summer
887,27.5,70,2.4,1719,0,0,Summer
1013,28.3,68,1.9,1546,0,0,Summer
1046,28.9,68,2.8,1934,0,0,Summer
999,29.5,62,2.7,1941,0,0,Summer
1094,30.2,62,2.4,1806,0,0,Summer
1291,30,67,2,1698,0,0,Summer
1782,30.1,65,1.8,1923,0,0,Summer
2884,30.8,60,2.5,1793,0,0,Summer
2320,29.8,68,2.6,1749,0,0,Summer
2069,28.2,76,2.2,1888,0,0,Summer
1924,27.2,80,2.3,1870,0,0,Summer
1879,26.7,82,1.3,1725,0,0,Summer
1439,26.2,84,1,1646,0,0,Summer
1169,25.7,85,0.4,1519,0,0,Summer
1062,25.4,85,1.4,1663,0,0,Summer
783,25.3,85,1.7,1594,0,0,Summer
545,25.2,83,1.1,1835,0,0,Summer
307,25.1,82,1.5,1336,0,0,Summer
266,24.8,86,1.6,1170,0,0,Summer
356,24.6,86,0.4,1119,0,0,Summer
537,24.9,81,0.3,1289,0,0,Summer
787,26.1,74,0.7,1254,0,0,Summer
909,27,70,1.1,1393,0,0,Summer
910,27.8,68,2.1,1490,0,0,Summer
945,29,65,2,1642,0,0,Summer
1039,30.2,58,2.3,1359,0,0,Summer
1078,30.7,59,2.3,1534,0,0,Summer
1038,30.7,59,2.9,1612,0,0,Summer
1058,31.1,59,2.3,1929,0,0,Summer
1177,31.7,55,2.3,1895,0,0,Summer
1433,31.5,53,3.7,1974,0,0,Summer
1624,31.1,55,2.2,1897,0,0,Summer
1797,30.4,59,2.4,1972,0,0,Summer
2023,29.2,63,1.7,1988,0,0,Summer
2011,28.2,64,2.8,2000,0,0,Summer
1682,27.6,70,2.7,1994,0,0,Summer
1278,26.6,80,2,1527,0,0,Summer
1143,26,82,1.9,1674,0,0,Summer
868,25.5,83,2.3,1576,0,0,Summer
632,25.1,85,1.1,1379,0,0,Summer
443,24.8,86,0.2,1354,0,0,Summer
278,24.6,86,0.1,1358,0,0,Summer
223,24.5,85,0.7,1345,0,0,Summer
292,24.8,83,0.2,1534,0,0,Summer
402,25.2,80,0.2,1551,0,0,Summer
613,26.2,75,0.9,1560,0,0,Summer
715,27,71,1,1518,0,0,Summer
701,28.5,66,1.7,1319,0,0,Summer
712,28.7,64,1.3,1332,0,0,Summer
803,30.1,58,1.6,1491,0,0,Summer
810,31.4,53,3.2,1695,0,0,Summer
822,32.4,50,2,1735,0,0,Summer
946,32.9,49,2.6,1631,0,0,Summer
1125,32.8,52,3,1803,0,0,Summer
1247,32.7,52,3,1872,0,0,Summer
1466,32.2,55,2.4,1769,0,0,Summer
1847,31.2,62,2.1,1852,0,0,Summer
2058,29.2,72,2.1,1932,0,0,Summer
1924,28.1,74,3.1,1840,0,0,Summer
1607,27.5,77,0.9,1778,0,0,Summer
1113,27,78,1.6,1609,0,0,Summer
732,26.5,81,0.9,1650,0,0,Summer
498,25.9,83,1.3,1520,0,0,Summer
469,25.4,84,0.6,1340,0,0,Summer
276,25.1,85,0.7,1507,0,0,Summer
211,24.6,84,0.7,1373,0,0,Summer
324,24.3,85,1,1496,0,0,Summer
703,24,85,0.9,1569,0,0,Summer
1344,24.5,73,0.9,1901,0,0,Summer
1935,26.4,69,0.5,1559,0,0,Summer
1014,28,64,1,1682,0,0,Summer
678,29.8,54,1.8,1737,0,0,Summer
688,31.5,51,2.1,1498,0,0,Summer
719,32.4,49,2,1844,0,0,Summer
727,33,51,2.5,1100,0,0,Summer
691,33.7,45,2.5,1843,0,0,Summer
745,33.4,44,3.1,1928,0,0,Summer
818,33.3,46,3.1,1914,0,0,Summer
1425,33,46,3.1,1926,0,0,Summer
2636,32.3,47,3,1961,0,0,Summer
2368,31.2,52,2.4,1990,0,0,Summer
2362,29.3,58,2.4,2000,0,0,Summer
2241,28,64,1.5,2000,0,0,Summer
1934,27.2,69,1.7,2000,0,0,Summer
1285,26.6,75,1.5,1996,0,0,Summer
1003,26.4,76,1.2,2000,0,0,Summer
692,25.8,78,0.4,2000,0,0,Summer
497,25.3,78,1,2000,0,0,Summer
372,24.8,80,1,1988,0,0,Summer
222,24.4,80,1,1112,0,0,Summer
372,24.1,81,0.9,1646,0,0,Summer
713,24,81,0.9,1271,0,0,Summer
1356,24.4,75,1,841,0,0,Summer
1955,25.8,69,0.8,969,0,0,Summer
1031,27.5,60,2.2,1252,0,0,Summer
719,29.2,55,1.6,1404,0,0,Summer
797,30.4,53,1.8,1359,0,0,Summer
803,30.8,57,2.3,940,0,0,Summer
763,31.1,53,3.2,1162,0,0,Summer
786,31.8,49,3.5,1429,0,0,Summer
878,31.9,51,3.3,1465,0,0,Summer
1062,32,51,2.4,1402,0,0,Summer
1591,31.8,52,2.4,1438,0,0,Summer
2770,31.3,55,2.5,1550,0,0,Summer
2326,30.6,57,1.4,1529,0,0,Summer
2174,28.9,64,1.7,1567,0,0,Summer
2273,27.9,69,1.9,1194,0,0,Summer
1940,27.2,70,1.9,1110,0,0,Summer
